UKPRN,Institution name,Main panel,UOA number,UOA name,Multiple submission name,Joint submission,Income source,2013-14,2014-15,2015-2020 (avg),2013-2020 (avg),2013-2020 (total)
10007806,University of Sussex,C,20,Social Work and Social Policy,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,C,20,Social Work and Social Policy,,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,C,20,Social Work and Social Policy,,,Non-EU-based charities (open competitive process),0,0,3094,2210,15471
10007806,University of Sussex,C,20,Social Work and Social Policy,,,Non-EU industry commerce and public corporations,0,131,575,429,3007
10007806,University of Sussex,C,20,Social Work and Social Policy,,,Non-EU other,0,0,3083,2202,15418
10007806,University of Sussex,C,20,Social Work and Social Policy,,,Total income,262340,265912,427801,381036,2667258
10007806,University of Sussex,C,21,Sociology,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",3444,67,28226,20663,144645
10007806,University of Sussex,C,21,Sociology,,,UK-based charities (open competitive process),40475,46111,43870,43705,305940
10007806,University of Sussex,C,21,Sociology,,,UK-based charities (other),-7155,170,0,-997,-6985
10007806,University of Sussex,C,21,Sociology,,,"UK central government bodies/local authorities, health and hospital authorities",2175,0,6853,5205,36441
10007806,University of Sussex,C,21,Sociology,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,C,21,Sociology,,,"UK industry, commerce and public corporations",0,0,1690,1207,8450
10007806,University of Sussex,C,21,Sociology,,,UK other sources,0,1453,17649,12814,89702
10007806,University of Sussex,C,21,Sociology,,,EU government bodies,0,-3145,47526,33498,234488
10007806,University of Sussex,C,21,Sociology,,,EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,C,21,Sociology,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,C,21,Sociology,,,EU (excluding UK) other,0,0,18612,13294,93064
10007806,University of Sussex,C,21,Sociology,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,C,21,Sociology,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,C,21,Sociology,,,Non-EU other,0,0,1359,971,6799
10007806,University of Sussex,C,21,Sociology,,,Total income,38939,44656,165789,130363,912544
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",514824,116030,166881,209322,1465259
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,UK-based charities (open competitive process),53026,47371,26472,33251,232760
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,UK-based charities (other),0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,"UK central government bodies/local authorities, health and hospital authorities",35588,7046,16080,17576,123037
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,UK other sources,0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,EU government bodies,154035,414811,304541,298793,2091551
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,Non-EU-based charities (open competitive process),15315,38095,655,8098,56689
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,Non-EU other,0,0,472,337,2362
10007806,University of Sussex,C,22,Anthropology and Development Studies,,,Total income,772788,623353,515103,567379,3971658
10007806,University of Sussex,C,23,Education,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",168631,212680,150473,161954,1133678
10007806,University of Sussex,C,23,Education,,,UK-based charities (open competitive process),15871,11404,4690,7247,50729
10007806,University of Sussex,C,23,Education,,,UK-based charities (other),0,0,409,292,2047
10007806,University of Sussex,C,23,Education,,,"UK central government bodies/local authorities, health and hospital authorities",135046,43469,116396,108642,760498
10007806,University of Sussex,C,23,Education,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,C,23,Education,,,"UK industry, commerce and public corporations",0,0,2582,1844,12910
10007806,University of Sussex,C,23,Education,,,UK other sources,0,-1474,7993,5499,38494
10007806,University of Sussex,C,23,Education,,,EU government bodies,64380,34452,25573,32385,226698
10007806,University of Sussex,C,23,Education,,,EU-based charities (open competitive process),20377,183,-107,2860,20023
10007806,University of Sussex,C,23,Education,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,C,23,Education,,,EU (excluding UK) other,1670,0,28198,20380,142664
10007806,University of Sussex,C,23,Education,,,Non-EU-based charities (open competitive process),0,162,54490,38944,272612
10007806,University of Sussex,C,23,Education,,,Non-EU industry commerce and public corporations,13876,39783,68178,56364,394550
10007806,University of Sussex,C,23,Education,,,Non-EU other,42426,345800,126364,145721,1020048
10007806,University of Sussex,C,23,Education,,,Total income,462277,686459,585243,582135,4074951
10007806,University of Sussex,D,25,Area Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",68531,57745,187850,152218,1065526
10007806,University of Sussex,D,25,Area Studies,,,UK-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,UK-based charities (other),0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,6494,4639,32474
10007806,University of Sussex,D,25,Area Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,UK other sources,0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,EU government bodies,99095,114719,69718,80344,562408
10007806,University of Sussex,D,25,Area Studies,,,EU-based charities (open competitive process),8717,3613,0,1761,12330
10007806,University of Sussex,D,25,Area Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,Non-EU-based charities (open competitive process),0,0,7626,5447,38132
10007806,University of Sussex,D,25,Area Studies,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,D,25,Area Studies,,,Non-EU other,0,0,10617,7584,53088
10007806,University of Sussex,D,25,Area Studies,,,Total income,176343,176077,282307,251994,1763958
10007806,University of Sussex,D,27,English Language and Literature,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",31650,46639,127596,102324,716270
10007806,University of Sussex,D,27,English Language and Literature,,,UK-based charities (open competitive process),15384,93989,80287,72973,510811
10007806,University of Sussex,D,27,English Language and Literature,,,UK-based charities (other),0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,"UK central government bodies/local authorities, health and hospital authorities",0,7221,1033,1769,12389
10007806,University of Sussex,D,27,English Language and Literature,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,UK other sources,0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,EU government bodies,126627,219177,65167,95948,671642
10007806,University of Sussex,D,27,English Language and Literature,,,EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,D,27,English Language and Literature,,,Non-EU other,2312,0,42,360,2522
10007806,University of Sussex,D,27,English Language and Literature,,,Total income,175973,367026,274127,273376,1913634
10007806,University of Sussex,D,28,History,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",186209,312390,289273,277852,1944967
10007806,University of Sussex,D,28,History,,,UK-based charities (open competitive process),54808,71678,85789,79347,555433
10007806,University of Sussex,D,28,History,,,UK-based charities (other),0,13090,0,1870,13090
10007806,University of Sussex,D,28,History,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,2383,1702,11915
10007806,University of Sussex,D,28,History,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,D,28,History,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,28,History,,,UK other sources,0,0,1605,1146,8027
10007806,University of Sussex,D,28,History,,,EU government bodies,0,0,0,0,0
10007806,University of Sussex,D,28,History,,,EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,28,History,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,28,History,,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,D,28,History,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,28,History,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,D,28,History,,,Non-EU other,2502,13229,7890,7883,55183
10007806,University of Sussex,D,28,History,,,Total income,243519,410387,386941,369802,2588615
10007806,University of Sussex,D,30,Philosophy,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,UK-based charities (open competitive process),-96,459,0,51,363
10007806,University of Sussex,D,30,Philosophy,,,UK-based charities (other),0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,UK other sources,0,813,7,121,848
10007806,University of Sussex,D,30,Philosophy,,,EU government bodies,0,32045,50540,40677,284745
10007806,University of Sussex,D,30,Philosophy,,,EU-based charities (open competitive process),0,0,34017,24298,170088
10007806,University of Sussex,D,30,Philosophy,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,Non-EU other,0,0,0,0,0
10007806,University of Sussex,D,30,Philosophy,,,Total income,-96,33317,84564,65149,456044
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,18174,12981,90871
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,UK-based charities (open competitive process),55859,63573,7611,22498,157489
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,UK-based charities (other),0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,"UK central government bodies/local authorities, health and hospital authorities",0,6367,0,909,6367
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,"UK industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,UK other sources,0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,EU government bodies,0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,Non-EU-based charities (open competitive process),0,0,5003,3574,25018
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,Non-EU other,0,0,0,0,0
10007806,University of Sussex,D,32,"Art and Design: History, Practice and Theory",,,Total income,55859,69940,30789,39963,279745
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",4518,5552,96266,70200,491403
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK-based charities (open competitive process),54889,69389,11843,26213,183496
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK-based charities (other),0,0,232,166,1163
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"UK central government bodies/local authorities, health and hospital authorities",658,930,9655,7123,49863
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"UK industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK other sources,0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,EU government bodies,0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Non-EU other,0,0,491,351,2458
10007806,University of Sussex,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Total income,60065,75871,118489,104054,728383
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",210445,231988,439653,377242,2640700
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,UK-based charities (open competitive process),70371,78064,125451,110813,775691
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,UK-based charities (other),0,0,7222,5159,36113
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,"UK central government bodies/local authorities, health and hospital authorities",0,0,9045,6461,45229
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,"UK industry, commerce and public corporations",0,0,206,147,1030
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,UK other sources,49393,8983,-20,8324,58273
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,EU government bodies,38157,23378,12271,17555,122890
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,"EU industry, commerce and public corporations",0,0,0,0,0
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,EU (excluding UK) other,0,0,0,0,0
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,Non-EU other,0,0,1169,835,5847
10007806,University of Sussex,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,Total income,368366,342413,594998,526539,3685773
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",25380,20377,11976,15091,105637
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,UK-based charities (open competitive process),83621,32924,108380,94064,658448
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,UK-based charities (other),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,"UK central government bodies/local authorities, health and hospital authorities",263311,244053,180149,201158,1408110
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,Health research funding bodies,296832,569103,643826,583580,4085066
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,UK central government tax credits for research and development expenditure,0,94132,1644,14621,102352
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,"UK industry, commerce and public corporations",128566,65207,88849,91145,638019
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,UK other sources,21396,7613,29152,24967,174771
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,EU government bodies,53499,53285,24316,32624,228368
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,"EU industry, commerce and public corporations",35092,35573,24489,27587,193110
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,EU (excluding UK) other,40349,580,736,6373,44611
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,Non-EU industry commerce and public corporations,3200,0,0,457,3200
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,Non-EU other,2917,3100,7613,6297,44082
10007855,Swansea University / Prifysgol Abertawe,A,2,"Public Health, Health Services and Primary Care",,,Total income,954163,1125947,1121132,1097967,7685774
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",4126700,4473323,3633041,3823604,26765230
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,UK-based charities (open competitive process),1123064,730935,1399674,1264624,8852373
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,UK-based charities (other),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,"UK central government bodies/local authorities, health and hospital authorities",2710165,2729845,1536290,1874494,13121460
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Health research funding bodies,3581077,4409150,3376307,3553109,24871765
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,UK central government tax credits for research and development expenditure,0,1350837,15892,204328,1430297
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,"UK industry, commerce and public corporations",266354,397779,827123,685678,4799749
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,UK other sources,759908,657141,402003,489580,3427064
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,EU government bodies,2366205,1079654,1265240,1396008,9772061
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,"EU industry, commerce and public corporations",0,0,60596,43283,302981
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,EU (excluding UK) other,94842,18155,9095,22639,158473
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Non-EU industry commerce and public corporations,21947,10428,24666,22243,155707
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Non-EU other,69527,140241,142440,131710,921972
10007855,Swansea University / Prifysgol Abertawe,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,Total income,15119789,15997488,12692371,13511304,94579132
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",2764,409,10975,8293,58051
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,UK-based charities (open competitive process),25714,44187,101354,82381,576671
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,UK-based charities (other),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,"UK central government bodies/local authorities, health and hospital authorities",19086,23896,60847,49602,347217
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,Health research funding bodies,1167,0,14818,10751,75257
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,UK central government tax credits for research and development expenditure,0,23616,0,3373,23616
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,"UK industry, commerce and public corporations",2159,14211,5744,6441,45091
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,UK other sources,61834,33142,31419,36010,252074
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,EU government bodies,0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,"EU industry, commerce and public corporations",0,0,8470,6050,42352
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,EU (excluding UK) other,26257,56050,11548,20006,140047
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,Non-EU industry commerce and public corporations,112228,76612,15534,38073,266514
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,Non-EU other,44332,0,34351,30869,216087
10007855,Swansea University / Prifysgol Abertawe,A,4,"Psychology, Psychiatry and Neuroscience",,,Total income,295541,272123,295062,291853,2042977
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",268050,437368,494432,453939,3177578
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,UK-based charities (open competitive process),54571,6125,122555,96210,673474
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,UK-based charities (other),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,"UK central government bodies/local authorities, health and hospital authorities",292102,225843,166480,192906,1350346
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,UK central government tax credits for research and development expenditure,0,242024,1644,35749,250244
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,"UK industry, commerce and public corporations",12695,142245,204236,168017,1176123
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,UK other sources,14335,36092,9651,14097,98683
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,EU government bodies,1972485,1747589,2191879,2097067,14679470
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,"EU industry, commerce and public corporations",8319,0,3984,4034,28243
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,EU (excluding UK) other,5898,0,77,898,6286
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,Non-EU industry commerce and public corporations,14147,4899,3983,5566,38963
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,Non-EU other,11723,6131,41367,32099,224693
10007855,Swansea University / Prifysgol Abertawe,B,7,Earth Systems and Environmental Sciences,,,Total income,2654325,2848316,3240292,3100586,21704103
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,165246,118032,826230
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,UK-based charities (open competitive process),0,0,420,300,2100
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,UK-based charities (other),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,218046,155747,1090232
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,"UK industry, commerce and public corporations",0,0,10075,7196,50375
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,UK other sources,0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,EU government bodies,0,0,177806,127004,889034
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,EU-based charities (open competitive process),0,0,0,0,0
10007855,Swansea University / Prifysgol Abertawe,B,8,Chemistry,,,"EU industry, commerce and public corporations",0,0,0,0,0
